67;0,75;49;0,48;64;0,53;57;0,57;60;0,35;64;0,62;88;0,63;72;0,40;53;0,35;81;0,43;81;0,46
0;1002;0,67
122;1,00;140;0,68;103;0,70;100;0,76;103;0,73;57;0,56;61;0,56;62;0,51;100;0,75;58;0,39;96;0,68
0;1491;0,98
258;1,76;193;1,09;285;1,54;108;0,89;106;0,78;93;0,59;137;1,16;60;0,58;111;0,87;91;0,62;49;0,48
0;945;0,67
132;0,75;143;0,81;66;0,48;108;1,25;82;0,49;97;0,65;55;0,47;60;0,68;74;0,71;62;0,55;66;0,76
0;1349;0,99
124;1,02;68;0,72;189;1,94;233;1,53;123;0,74;165;1,41;91;0,85;86;0,74;88;0,60;62;0,54;120;0,95
241156
0;2441;1,59
225;1,34;216;2,14;207;1,76;243;1,66;186;1,25;288;1,51;264;3,00;238;1,69;177;1,46;263;1,25;134;1,37
0;1733;1,20
165;1,45;87;0,94;86;1,02;100;0,85;167;0,97;177;1,18;91;1,18;131;1,06;369;2,03;187;1,08;173;1,13
0;2661;1,62
212;1,14;262;1,70;287;1,45;193;1,55;245;1,96;256;1,53;278;1,93;185;1,81;237;1,77;215;1,68;291;1,65
0;2444;1,60
76;0,85;107;1,04;202;1,68;135;1,35;270;1,58;160;1,56;228;1,62;321;1,79;304;2,00;367;1,93;274;1,56
0;2122;1,41
123;1,01;293;1,42;291;1,98;194;1,48;201;1,43;338;3,35;182;1,66;154;1,27;112;0,84;131;0,88;103;0,72
0;2054;1,35
87;0,59;194;1,10;243;1,31;120;0,99;106;0,78;133;0,84;86;0,73;127;1,22;198;1,55;385;2,62;375;3,68
0;1719;1,23
142;0,80;157;0,89;121;0,88;172;1,99;214;1,29;167;1,12;159;1,37;193;2,19;147;1,41;135;1,20;112;1,30
0;915;0,67
85;0,70;44;0,46;61;0,62;86;0,57;105;0,63;80;0,68;93;0,87;113;0,98;90;0,61;85;0,74;73;0,58
241144
0;451;0,29
73;0,44;54;0,53;50;0,42;31;0,21;26;0,17;45;0,24;41;0,47;28;0,20;26;0,21;38;0,18;39;0,40
0;2089;1,45
18;0,16;121;1,31;136;1,61;644;5,45;782;4,54;100;0,67;30;0,39;97;0,78;54;0,30;54;0,31;53;0,34
0;517;0,32
95;0,51;67;0,43;63;0,32;37;0,30;36;0,29;33;0,20;21;0,15;23;0,22;45;0,34;30;0,23;67;0,38
0;523;0,34
48;0,54;26;0,25;24;0,20;23;0,23;58;0,34;61;0,59;60;0,43;53;0,30;44;0,29;59;0,31;67;0,38
0;501;0,33
22;0,18;68;0,33;55;0,37;41;0,31;43;0,31;28;0,28;86;0,79;62;0,51;22;0,16;35;0,24;39;0,27
0;420;0,28
28;0,19;59;0,33;40;0,22;33;0,27;58;0,43;30;0,19;30;0,25;53;0,51;38;0,30;22;0,15;29;0,28
0;457;0,33
52;0,29;63;0,36;36;0,26;38;0,44;41;0,25;43;0,29;70;0,60;24;0,27;30;0,29;30;0,27;30;0,35
0;216;0,16
9;0,07;15;0,16;20;0,20;23;0,15;29;0,17;18;0,15;22;0,21;20;0,17;27;0,18;18;0,16;15;0,12
241146
0;1992;1,30
280;1,67;129;1,28;175;1,48;126;0,86;152;1,02;343;1,80;77;0,87;140;0,99;189;1,56;253;1,20;128;1,31
0;2142;1,49
167;1,47;81;0,88;75;0,89;70;0,59;179;1,04;375;2,50;144;1,86;253;2,04;374;2,06;202;1,17;222;1,44
0;1276;0,78
274;1,47;129;0,84;138;0,70;55;0,44;54;0,43;172;1,03;66;0,46;59;0,58;74;0,55;83;0,65;172;0,97
0;1336;0,88
57;0,64;151;1,47;111;0,92;222;2,22;126;0,74;50;0,49;69;0,49;116;0,65;83;0,55;216;1,14;135;0,77
0;2544;1,69
239;1,97;240;1,16;104;0,71;223;1,70;155;1,10;159;1,58;141;1,29;237;1,95;288;2,16;162;1,09;596;4,19
0;2289;1,51
99;0,68;318;1,80;182;0,98;267;2,20;205;1,52;225;1,42;239;2,02;190;1,83;150;1,18;164;1,12;250;2,45
0;2612;1,86
548;3,09;435;2,46;344;2,49;131;1,51;254;1,53;238;1,60;233;2,00;80;0,91;123;1,18;120;1,07;106;1,23
0;3655;2,69
187;1,54;656;6,92;269;2,75;269;1,77;198;1,19;320;2,73;315;2,94;218;1,89;468;3,18;239;2,08;516;4,09
241150
0;2821;1,84
334;1,99;184;1,82;216;1,83;277;1,89;296;1,99;338;1,77;165;1,87;270;1,91;218;1,80;358;1,70;165;1,69
0;2374;1,65
152;1,34;152;1,64;154;1,82;260;2,20;285;1,65;275;1,83;102;1,32;208;1,68;268;1,48;237;1,37;281;1,83
0;3340;2,04
320;1,72;311;2,02;391;1,98;270;2,16;251;2,01;353;2,11;318;2,21;243;2,37;251;1,87;246;1,92;386;2,18
0;2985;1,96
96;1,07;132;1,28;189;1,57;157;1,57;352;2,06;180;1,75;302;2,15;371;2,07;407;2,68;411;2,16;388;2,21
0;2169;1,44
154;1,27;338;1,63;262;1,78;192;1,46;213;1,51;112;1,11;150;1,37;177;1,46;209;1,57;180;1,21;182;1,28
0;1873;1,23
121;0,83;210;1,19;282;1,52;118;0,97;159;1,18;161;1,02;148;1,25;171;1,64;198;1,55;176;1,20;129;1,27
0;2280;1,63
235;1,33;250;1,41;163;1,18;151;1,74;283;1,71;232;1,56;194;1,67;177;2,00;189;1,82;225;2,00;181;2,10
0;1638;1,20
149;1,23;80;0,84;120;1,23;144;0,95;235;1,41;187;1,59;133;1,24;148;1,28;157;1,07;158;1,38;127;1,01
241157
0;1139;0,74
121;0,72;116;1,15;105;0,89;111;0,76;111;0,75;120;0,63;67;0,76;89;0,63;99;0,82;147;0,70;53;0,54
0;876;0,61
54;0,48;60;0,65;64;0,76;92;0,78;125;0,73;94;0,63;55;0,71;56;0,45;131;0,72;76;0,44;69;0,45
0;887;0,54
84;0,45;117;0,76;136;0,69;50;0,40;64;0,51;78;0,47;45;0,31;55;0,54;76;0,57;74;0,58;108;0,61
0;978;0,64
52;0,58;48;0,47;71;0,59;48;0,48;159;0,93;81;0,79;98;0,70;87;0,49;87;0,57;138;0,73;109;0,62
0;1197;0,80
131;1,08;189;0,91;174;1,18;154;1,17;156;1,11;60;0,59;61;0,56;77;0,63;49;0,37;37;0,25;109;0,77
0;963;0,63
41;0,28;86;0,49;103;0,56;63;0,52;112;0,83;132;0,84;82;0,69;67;0,64;94;0,74;135;0,92;48;0,47
0;1288;0,92
138;0,78;142;0,80;75;0,54;68;0,78;201;1,21;149;1,00;138;1,19;55;0,62;123;1,18;114;1,01;85;0,98
0;1012;0,74
50;0,41;137;1,45;81;0,83;75;0,49;79;0,47;73;0,62;59;0,55;131;1,13;100;0,68;101;0,88;126;1,00
241141
5;48970;31,97
5846;34,89;3191;31,56;4057;34,41;5272;36,06;5149;34,65;5384;28,19;3267;37,09;4410;31,25;2742;22,65;6611;31,32;3041;31,09
5;56448;39,19
3730;32,87;3691;39,92;3682;43,57;5213;44,09;7466;43,32;6178;41,12;2443;31,56;4266;34,46;7484;41,20;7936;45,98;4359;28,37
5;62485;38,09
6128;32,88;5873;38,08;7054;35,74;5199;41,62;5099;40,75;5811;34,73;5461;37,93;4500;43,95;5389;40,18;5330;41,64;6641;37,56
5;55818;36,64
3196;35,74;2299;22,32;3726;31,03;2560;25,60;6661;39,04;4433;43,20;5743;40,91;7321;40,83;6319;41,54;6595;34,69;6965;39,62
5;46410;30,85
3167;26,05;6684;32,30;5521;37,58;4143;31,50;4366;30,96;2553;25,29;3203;29,29;3016;24,83;5100;38,21;4324;29,03;4333;30,48
6;51652;33,96
4290;29,30;4367;24,77;6804;36,79;3241;26,72;5280;39,03;5828;36,88;3767;31,84;2732;26,26;4520;35,46;6646;45,26;4177;40,98
5;47996;34,26
4509;25,45;4913;27,78;3663;26,53;3180;36,70;6226;37,56;5644;37,89;3844;33,03;3617;40,95;4255;40,90;4629;41,14;3516;40,73
5;40990;30,12
3810;31,47;2186;23,06;3397;34,78;4445;29,24;5329;31,92;3893;33,18;3003;28,01;3924;33,93;3762;25,59;3976;34,63;3265;25,87
241139
0;430;0,28
80;0,48;48;0,47;30;0,25;46;0,31;52;0,35;41;0,21;11;0,12;35;0,25;30;0,25;50;0,24;7;0,07
0;245;0,17
15;0,13;19;0,21;22;0,26;10;0,08;28;0,16;22;0,15;9;0,12;25;0,20;33;0,18;38;0,22;24;0,16
0;337;0,21
26;0,14;23;0,15;51;0,26;33;0,26;28;0,22;28;0,17;26;0,18;31;0,30;33;0,25;25;0,20;33;0,19
0;276;0,18
11;0,12;12;0,12;31;0,26;23;0,23;23;0,13;17;0,17;31;0,22;33;0,18;31;0,20;32;0,17;32;0,18
0;218;0,14
17;0,14;35;0,17;28;0,19;14;0,11;25;0,18;12;0,12;20;0,18;20;0,16;17;0,13;22;0,15;8;0,06
0;243;0,16
15;0,10;43;0,24;34;0,18;41;0,34;10;0,07;22;0,14;27;0,23;16;0,15;17;0,13;10;0,07;8;0,08
0;226;0,16
25;0,14;19;0,11;29;0,21;11;0,13;25;0,15;16;0,11;23;0,20;13;0,15;30;0,29;13;0,12;22;0,25
0;142;0,10
19;0,16;5;0,05;9;0,09;16;0,11;13;0,08;19;0,16;8;0,07;18;0,16;10;0,07;12;0,10;13;0,10
241158
0;176;0,11
37;0,22;20;0,20;25;0,21;14;0,10;10;0,07;18;0,09;13;0,15;13;0,09;6;0,05;11;0,05;9;0,09
0;164;0,11
13;0,11;14;0,15;11;0,13;13;0,11;29;0,17;21;0,14;9;0,12;12;0,10;22;0,12;12;0,07;8;0,05
0;0;0,00
0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
0;0;0,00
0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
0;0;0,00
0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
0;0;0,00
0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
0;0;0,00
0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00
0;223;0,16
18;0,15;9;0,09;10;0,10;23;0,15;14;0,08;29;0,25;20;0,19;24;0,21;22;0,15;19;0,17;35;0,28
